Resume ID,Resume Text,Education,Experience Years,Skills,Job Role,Category
r000709,"Education: Security Certification Experience: 4 years Skills: Shell Scripting, Incident Response, Communication, Log Analysis, Security Protocols, Oracle, Threat Detection, SIEM",security certification,4,shell scripting|incident response|communication|log analysis|security protocols|oracle|threat detection|siem,soc analyst,technology
r000710,"Education: Master's in Education Experience: 5 years Skills: Encryption, Scrum, Educational Leadership, Staff Management, Vision, Budgeting, Management, Community Relations",master's in education,5,encryption|scrum|educational leadership|staff management|vision|budgeting|management|community relations,school principal,education & training
r000711,"Education: Bachelor's in Logistics Experience: 1 years Skills: Inventory Control, Organization, Decision Making, Problem Solving, Safety, HTML, Warehouse Management, Jenkins",bachelor's in logistics,1,inventory control|organization|decision making|problem solving|safety|html|warehouse management|jenkins|staff management|docker,warehouse manager,operations & supply chain
r000712,"Education: Master's in Wildlife Experience: 4 years Skills: Problem Solving, Communication, MySQL, Field Work, Wildlife Biology, App Testing, Research, Data Analysis",master's in wildlife,4,problem solving|communication|mysql|field work|wildlife biology|app testing|research|data analysis,wildlife biologist,conservation
r000713,"Education: Bachelor's in Computer Science Experience: 5 years Skills: Haskell, Concurrency, Type System, Oracle, Problem Solving, Functional Programming, Node.js, Lambda Calculus",bachelor's in computer science,5,haskell|concurrency|type system|oracle|problem solving|functional programming|node.js|lambda calculus|react,haskell developer,technology
r000714,"Education: Bachelor's in Environmental Engineering Experience: 3 years Skills: Regulations, Analysis, Environmental Assessment, Django, Waste Management, MongoDB, Water Systems, Flutter",bachelor's in environmental engineering,3,regulations|analysis|environmental assessment|django|waste management|mongodb|water systems|flutter|sustainability,environmental engineer,engineering & manufacturing
r000715,"Education: High School Experience: 2 years Skills: Lighting, Visual Design, Sales, iOS, Arrangement, Creativity, Customer Service, Confluence",high school,2,lighting|visual design|sales|ios|arrangement|creativity|customer service|confluence,visual merchandiser,retail & hospitality
r000716,"Education: Bachelor's in Social Work Experience: 4 years Skills: Problem Solving, Cultural Sensitivity, Wireframing, Risk Assessment, Communication, Community Engagement, Program Management, Network Security",bachelor's in social work,4,problem solving|cultural sensitivity|wireframing|risk assessment|communication|community engagement|program management|network security|organization,community outreach coordinator,human services & social work
r000717,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Concurrency, Financial Analysis, Microservices, PHP, Go, Problem Solving, API Development, Docker",bachelor's in computer science,2,concurrency|financial analysis|microservices|php|go|problem solving|api development|docker,go developer,technology
r000718,"Education: MBA Experience: 10 years Skills: Digital Transformation, Market Intelligence, SQL, R, Executive Communication, Brand Management, Vision, Swift",mba,10,digital transformation|market intelligence|sql|r|executive communication|brand management|vision|swift|business development|flask|strategic leadership,cmo,marketing & sales
r000719,"Education: Bachelor's in Business Experience: 5 years Skills: Compliance, HR Systems, Data Analysis, Process Management, Leadership, Problem Solving, C#, Documentation",bachelor's in business,5,compliance|hr systems|data analysis|process management|leadership|problem solving|c#|documentation,hr operations manager,human resources
r000720,"Education: High School Experience: 4 years Skills: Team Work, Problem Solving, Project Management, Communication, Customer Service, Kanban, TypeScript, Figma",high school,4,team work|problem solving|project management|communication|customer service|kanban|typescript|figma|kotlin|bartending|memory,bartender,hospitality & food service
r000721,"Education: Bachelor's in Electrical Engineering Experience: 5 years Skills: TypeScript, Power Systems, Mobile Security, Troubleshooting, Technical Knowledge, CAD, CSS, Electrical Systems",bachelor's in electrical engineering,5,typescript|power systems|mobile security|troubleshooting|technical knowledge|cad|css|electrical systems|vue.js|circuit design,electrical engineer,engineering & manufacturing
r000722,"Education: Broadcasting School Experience: 4 years Skills: Negotiation, Risk Assessment, Communication, Public Speaking, Problem Solving, Critical Thinking, Interviewing, Improvisation",broadcasting school,4,negotiation|risk assessment|communication|public speaking|problem solving|critical thinking|interviewing|improvisation|personality,radio host,media & entertainment
r000723,"Education: Bachelor's in Counseling Experience: 2 years Skills: TensorFlow, Student Support, Communication, Problem Solving, Academic Planning, Organization, Penetration Testing, Counseling",bachelor's in counseling,2,tensorflow|student support|communication|problem solving|academic planning|organization|penetration testing|counseling|php,academic advisor,education & training
r000724,"Education: Bachelor's in Automotive Engineering Experience: 1 years Skills: Scikit-learn, Thermal Systems, AWS, Mentoring, Vehicle Systems, Problem Solving, CAD, Flutter",bachelor's in automotive engineering,1,scikit-learn|thermal systems|aws|mentoring|vehicle systems|problem solving|cad|flutter|materials|testing,automotive engineer,engineering & manufacturing
r000725,"Education: Bachelor's in Computer Engineering Experience: 4 years Skills: Embedded Systems, IoT Technology, React Native, Sensors, Prototyping, Networking, R, System Design",bachelor's in computer engineering,4,embedded systems|iot technology|react native|sensors|prototyping|networking|r|system design|c/c++,iot engineer,technology
r000726,"Education: Bar License Experience: 12 years Skills: Power BI, Java, Communication, Fairness, Leadership, Ruby, Legal Expertise, MySQL",bar license,12,power bi|java|communication|fairness|leadership|ruby|legal expertise|mysql|app testing|decision making|ethics,judge,legal services
r000727,"Education: Certification Experience: 4 years Skills: Creativity, Color Grading, Audio Editing, Encryption, Mentoring, Storytelling, Video Editing Software, Attention to Detail",certification,4,creativity|color grading|audio editing|encryption|mentoring|storytelling|video editing software|attention to detail,video editor,creative & design
r000728,"Education: Diploma in IT Experience: 5 years Skills: Mentoring, Tableau, HTML/CSS, Documentation, React, Critical Thinking, Database, JavaScript",diploma in it,5,mentoring|tableau|html/css|documentation|react|critical thinking|database|javascript|git|node.js,full stack developer,technology
r000729,"Education: Bachelor's in Business Experience: 3 years Skills: Software, Cost Optimization, Firewalls, Logistics Planning, Supplier Management, Fleet Management, React, Distribution",bachelor's in business,3,software|cost optimization|firewalls|logistics planning|supplier management|fleet management|react|distribution|react native|graphql|data analysis,logistics manager,operations & supply chain
r000730,"Education: Bachelor's in Computer Science Experience: 1 years Skills: Automation, System Administration, Bash, Problem Solving, TensorFlow, Linux, Shell Scripting, SQL",bachelor's in computer science,1,automation|system administration|bash|problem solving|tensorflow|linux|shell scripting|sql,shell script developer,technology
r000731,"Education: Bachelor's in Computer Science Experience: 5 years Skills: Business Acumen, Hadoop, Big Data, Distributed Computing, P&L Management, Figma, MapReduce, Java",bachelor's in computer science,5,business acumen|hadoop|big data|distributed computing|p&l management|figma|mapreduce|java|hdfs,hadoop developer,data & analytics
r000732,"Education: High School Experience: 1 years Skills: Database Design, Teamwork, Accuracy, Speed, Flask, Sales, Cooking, Kitchen Skills",high school,1,database design|teamwork|accuracy|speed|flask|sales|cooking|kitchen skills|jupyter|food safety,line cook,hospitality & food service
